time,wx,wy,wz
1.479,0.01,0.00,0.01
1.481,0.00,0.00,0.01
1.483,0.01,0.00,0.01
1.486,0.00,0.00,0.01
1.488,0.00,0.00,0.01
1.490,0.00,0.00,0.01
1.492,0.00,0.00,0.01
1.496,0.00,0.00,0.00
1.497,0.00,-0.00,0.00
1.501,0.00,-0.00,0.00
1.503,0.00,-0.00,0.00
1.505,0.00,-0.01,0.00
1.508,0.00,-0.00,0.01
1.519,0.00,-0.01,0.01
1.520,0.00,-0.01,0.01
1.520,0.00,-0.01,0.01
1.520,0.00,-0.01,0.01
1.520,0.00,-0.01,0.01
1.523,-0.00,-0.00,0.01
1.525,0.00,-0.00,0.01
1.528,0.00,-0.00,0.01
1.530,0.00,-0.00,0.01
1.532,0.00,-0.00,0.01
1.534,0.00,-0.00,0.01
1.537,0.00,-0.00,0.00
1.540,-0.00,0.00,0.01
1.542,0.00,0.00,0.00
1.544,0.00,0.00,0.01
1.547,0.00,0.00,0.01
1.550,0.00,0.01,0.01
1.552,0.00,0.01,0.01
1.555,0.00,0.01,0.01
1.559,0.00,0.01,0.01
1.559,-0.00,0.01,0.01
1.561,0.00,0.01,0.01
1.564,0.00,0.01,0.00
1.568,0.00,0.01,0.00
1.569,-0.00,0.01,0.00
1.572,0.00,0.00,0.00
1.575,-0.00,0.00,0.00
1.580,-0.00,0.00,-0.00
1.581,-0.00,0.00,-0.00
1.582,0.00,0.00,-0.00
1.585,0.00,-0.00,-0.00
1.587,0.00,0.00,-0.00
1.589,-0.00,0.00,-0.00
1.592,-0.00,0.00,-0.00
1.603,-0.00,-0.00,0.00
1.603,-0.00,-0.00,-0.00
1.604,-0.00,-0.00,-0.00
1.604,0.00,-0.00,0.00
1.605,0.00,-0.00,0.00
1.607,0.00,-0.00,0.00
1.609,0.00,-0.00,0.00
1.611,-0.00,-0.00,0.00
1.615,0.00,-0.00,0.00
1.618,0.00,-0.01,0.00
1.619,0.00,-0.00,0.00
1.621,0.00,-0.01,0.00
1.624,0.00,-0.01,0.00
1.626,0.00,-0.00,0.00
1.628,0.00,-0.00,0.00
1.633,0.00,-0.01,0.00
1.634,0.00,-0.00,0.00
1.636,0.00,-0.00,0.00
1.639,0.00,-0.00,0.00
1.642,0.00,-0.00,0.00
1.645,0.00,0.00,0.00
1.646,0.01,-0.00,0.00
1.648,0.00,-0.00,0.00
1.651,0.00,0.00,0.00
1.654,0.00,-0.00,0.00
1.656,0.00,-0.00,-0.00
1.659,0.00,-0.00,-0.00
1.661,0.00,-0.00,0.00
1.664,0.00,-0.00,-0.00
1.666,0.00,-0.00,0.00
1.669,-0.00,-0.00,0.00
1.671,-0.00,-0.00,-0.00
1.673,-0.00,0.00,0.00
1.676,-0.00,0.00,0.00
1.680,-0.00,0.00,-0.00
1.680,-0.00,0.00,0.00
1.684,-0.01,0.00,0.00
1.686,-0.01,0.00,0.00
1.688,-0.01,0.01,0.00
1.691,-0.01,0.00,0.00
1.692,-0.01,0.01,-0.00
1.707,-0.01,0.01,-0.00
1.708,-0.01,0.01,-0.00
1.708,-0.01,0.01,-0.00
1.708,-0.01,0.00,-0.00
1.708,-0.01,0.00,-0.00
1.708,-0.01,0.00,-0.00
1.710,-0.01,-0.00,-0.00
1.714,-0.01,0.00,-0.00
1.717,-0.01,-0.00,-0.00
1.718,-0.01,0.00,-0.00
1.720,-0.01,0.00,-0.00
1.722,-0.01,0.00,-0.00
1.725,-0.01,0.00,-0.00
1.728,-0.01,0.00,-0.00
1.730,-0.01,0.00,-0.00
